match_type,venue,city,toss_winner,toss_decision,team1,team2,overs_limit,balls_per_over,first_innings_runs,first_innings_wickets,first_innings_extras,first_innings_boundaries,first_innings_overs,second_innings_runs,second_innings_wickets,second_innings_extras,second_innings_boundaries,second_innings_overs,season,player_of_the_match,result
"T20","Zayed Cricket Stadium, Abu Dhabi","Abu Dhabi","Bangladesh","bat","Bangladesh","England","20","6","124","9","7","12","20.4","126","2","11","14","15","2021/22","JJ Roy","England"
"T20","Sharjah Cricket Stadium","Sharjah","Bangladesh","field","West Indies","Bangladesh","20","6","142","7","14","12","21.1","139","5","11","13","20.4","2021/22","N Pooran","West Indies"
"T20","Zayed Cricket Stadium, Abu Dhabi","Abu Dhabi","South Africa","field","Bangladesh","South Africa","20","6","84","10","7","5","19.2","86","4","8","11","14","2021/22","K Rabada","South Africa"
"T20","Dubai International Cricket Stadium","Dubai","Australia","field","Bangladesh","Australia","20","6","73","10","5","8","15.4","78","2","4","12","6.5","2021/22","A Zampa","Australia"
"ODI","SuperSport Park, Centurion","Centurion","South Africa","field","Bangladesh","South Africa","50","6","314","7","19","34","52.1","276","10","12","32","50.1","2021/22","Shakib Al Hasan","Bangladesh"
"ODI","The Wanderers Stadium, Johannesburg","Johannesburg","Bangladesh","bat","Bangladesh","South Africa","50","6","194","9","17","18","51.4","195","3","4","26","38","2021/22","K Rabada","South Africa"
"ODI","SuperSport Park, Centurion","Centurion","South Africa","bat","South Africa","Bangladesh","50","6","154","10","17","19","37.5","156","1","3","24","27","2021/22","Taskin Ahmed","Bangladesh"
"Test","Kingsmead, Durban","Durban","Bangladesh","field","South Africa","Bangladesh","undefined","6","367","10","17","52","121.4","298","10","14","36","116.4","2021/22","KA Maharaj","South Africa"
"Test","St George's Park, Port Elizabeth","Gqeberha","South Africa","bat","South Africa","Bangladesh","undefined","6","453","10","5","59","136.4","217","10","7","33","74.3","2021/22","KA Maharaj","South Africa"
"T20","Shere Bangla National Stadium, Mirpur","Dhaka","Bangladesh","bat","Bangladesh","Pakistan","20","6","127","7","8","10","21.1","132","6","7","16","20.1","2021/22","Hasan Ali","Pakistan"
"T20","Shere Bangla National Stadium, Mirpur","Dhaka","Bangladesh","bat","Bangladesh","Pakistan","20","6","108","7","10","9","20.2","109","2","6","10","18.4","2021/22","Fakhar Zaman","Pakistan"
"T20","Shere Bangla National Stadium, Mirpur","Dhaka","Bangladesh","bat","Bangladesh","Pakistan","20","6","124","7","5","14","20.2","127","5","7","12","20.4","2021/22","Haider Ali","Pakistan"
"Test","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Bangladesh","bat","Bangladesh","Pakistan","undefined","6","330","10","16","41","115","286","10","2","30","115.4","2021/22","Abid Ali","Pakistan"
"Test","Shere Bangla National Stadium, Mirpur","Dhaka","Pakistan","bat","Pakistan","Bangladesh","undefined","6","300","4","1","39","98.3","87","10","9","10","32.1","2021/22","Sajid Khan","Pakistan"
"Test","Bay Oval, Mount Maunganui","Mount Maunganui","Bangladesh","field","New Zealand","Bangladesh","undefined","6","328","10","11","47","109.1","458","10","23","50","178","2021/22","Ebadat Hossain","Bangladesh"
"Test","Hagley Oval, Christchurch","Christchurch","Bangladesh","field","New Zealand","Bangladesh","undefined","6","521","6","14","67","129.5","126","10","2","14","41.4","2021/22","TWM Latham","New Zealand"
"T20","Bellerive Oval, Hobart","Hobart","Netherlands","field","Bangladesh","Netherlands","20","6","144","8","15","13","21.1","135","10","6","15","20.5","2022/23","Taskin Ahmed","Bangladesh"
"T20","Sydney Cricket Ground","Sydney","South Africa","bat","South Africa","Bangladesh","20","6","205","5","12","27","21","101","10","9","7","17.1","2022/23","RR Rossouw","South Africa"
"T20","Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Bangladesh","bat","Bangladesh","Zimbabwe","20","6","150","7","4","14","20.4","147","8","13","16","20.4","2022/23","Taskin Ahmed","Bangladesh"
"T20","Adelaide Oval","Adelaide","Bangladesh","field","India","Bangladesh","20","6","184","6","6","24","20.5","145","6","4","20","16.1","2022/23","V Kohli","India"
"T20","Adelaide Oval","Adelaide","Bangladesh","bat","Bangladesh","Pakistan","20","6","127","8","6","14","20.1","128","5","11","10","18.5","2022/23","Shaheen Shah Afridi","Pakistan"
"Test","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Sri Lanka","bat","Sri Lanka","Bangladesh","undefined","6","397","10","5","35","153.1","465","10","20","44","171.3","2022","AD Mathews","draw"
"Test","Shere Bangla National Stadium, Mirpur","Dhaka","Bangladesh","bat","Bangladesh","Sri Lanka","undefined","6","365","10","17","43","117.1","506","10","10","57","165.3","2022","AM Fernando","Sri Lanka"
"Test","Sir Vivian Richards Stadium, North Sound, Antigua","North Sound","West Indies","field","Bangladesh","West Indies","undefined","6","103","10","6","13","33","265","10","8","30","113.3","2022","KAJ Roach","West Indies"
"Test","Daren Sammy National Cricket Stadium, Gros Islet, St Lucia","Gros Islet","West Indies","field","Bangladesh","West Indies","undefined","6","234","10","4","39","64.3","408","10","37","52","127.2","2022","KR Mayers","West Indies"
"T20","Windsor Park, Roseau, Dominica","Roseau","West Indies","field","Bangladesh","West Indies","20","6","105","8","8","13","13.4","0","0","0","0","0","2022","","no result"
"T20","Windsor Park, Roseau, Dominica","Roseau","West Indies","bat","West Indies","Bangladesh","20","6","193","5","10","24","21.3","158","6","10","17","21.2","2022","R Powell","West Indies"
"T20","Providence Stadium, Guyana","Providence","Bangladesh","bat","Bangladesh","West Indies","20","6","163","5","15","16","21.4","169","5","11","20","19.4","2022","N Pooran","West Indies"
"ODI","Providence Stadium, Guyana","Providence","Bangladesh","field","West Indies","Bangladesh","50","6","149","9","9","11","41.5","151","4","10","16","33.3","2022","Mehedi Hasan Miraz","Bangladesh"
"ODI","Providence Stadium, Guyana","Providence","Bangladesh","field","West Indies","Bangladesh","50","6","108","10","7","11","35.3","112","1","10","15","22.1","2022","Nasum Ahmed","Bangladesh"
"ODI","Providence Stadium, Guyana","Providence","Bangladesh","field","West Indies","Bangladesh","50","6","178","10","5","15","49.2","179","6","6","17","49.2","2022","Taijul Islam","Bangladesh"
"T20","Hagley Oval, Christchurch","Christchurch","Bangladesh","field","Pakistan","Bangladesh","20","6","167","5","5","22","20.4","146","8","9","17","20.4","2022/23","Mohammad Rizwan","Pakistan"
"T20","Hagley Oval, Christchurch","Christchurch","New Zealand","field","Bangladesh","New Zealand","20","6","137","8","6","12","20.5","142","2","3","15","18","2022/23","MG Bracewell","New Zealand"
"T20","Hagley Oval, Christchurch","Christchurch","Bangladesh","field","New Zealand","Bangladesh","20","6","208","5","10","24","20.5","160","7","9","19","20.2","2022/23","GD Phillips","New Zealand"
"T20","Hagley Oval, Christchurch","Christchurch","Bangladesh","bat","Bangladesh","Pakistan","20","6","173","6","5","21","20.5","177","3","6","19","20.4","2022/23","Mohammad Rizwan","Pakistan"
"ODI","Harare Sports Club","Harare","Zimbabwe","field","Bangladesh","Zimbabwe","50","6","303","3","15","37","51.3","307","5","12","33","49.5","2022","Sikandar Raza","Zimbabwe"
"ODI","Harare Sports Club","Harare","Zimbabwe","field","Bangladesh","Zimbabwe","50","6","290","9","13","33","51.1","291","5","8","32","48.4","2022","Sikandar Raza","Zimbabwe"
"ODI","Harare Sports Club","Harare","Zimbabwe","field","Bangladesh","Zimbabwe","50","6","256","9","18","26","52","151","10","25","21","34.3","2022","Afif Hossain","Bangladesh"
"T20","Harare Sports Club","Harare","Zimbabwe","bat","Zimbabwe","Bangladesh","20","6","205","4","11","28","21.2","188","6","24","19","21.3","2022","Sikandar Raza","Zimbabwe"
"T20","Harare Sports Club","Harare","Zimbabwe","bat","Zimbabwe","Bangladesh","20","6","135","8","8","14","21.2","136","3","8","15","18.1","2022","Mosaddek Hossain","Bangladesh"
"T20","Harare Sports Club","Harare","Zimbabwe","bat","Zimbabwe","Bangladesh","20","6","156","8","9","21","20.1","146","8","8","11","20.1","2022","RP Burl","Zimbabwe"
"T20","Dubai International Cricket Stadium","Dubai","Sri Lanka","field","Bangladesh","Sri Lanka","20","6","183","7","10","21","20","184","8","17","20","21","2022","BKG Mendis","Sri Lanka"
"T20","Dubai International Cricket Stadium","Dubai","United Arab Emirates","field","Bangladesh","United Arab Emirates","20","6","158","5","14","19","21.2","151","10","5","20","20.1","2022","Afif Hossain","Bangladesh"
"T20","Dubai International Cricket Stadium","Dubai","United Arab Emirates","field","Bangladesh","United Arab Emirates","20","6","169","5","1","21","20.1","137","5","7","12","21","2022","Mehedi Hasan Miraz","Bangladesh"
"ODI","Shere Bangla National Stadium, Mirpur","Dhaka","Bangladesh","field","India","Bangladesh","50","6","186","10","14","19","42.1","187","9","17","17","47.2","2022/23","Mehedi Hasan Miraz","Bangladesh"
"ODI","Shere Bangla National Stadium, Mirpur","Dhaka","Bangladesh","bat","Bangladesh","India","50","6","271","7","17","31","51.3","266","9","19","26","51.5","2022/23","Mehedi Hasan Miraz","Bangladesh"
"ODI","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Bangladesh","field","India","Bangladesh","50","6","409","8","9","55","50.4","182","10","9","20","34.4","2022/23","Ishan Kishan","India"
"Test","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","India","bat","India","Bangladesh","undefined","6","404","10","8","49","134.1","150","10","13","20","55.5","2022/23","Kuldeep Yadav","India"
"Test","Shere Bangla National Stadium, Mirpur","Dhaka","Bangladesh","bat","Bangladesh","India","undefined","6","227","10","11","31","74","314","10","5","41","87.1","2022/23","R Ashwin","India"
"ODI","Shere Bangla National Stadium, Mirpur","Dhaka","Bangladesh","bat","Bangladesh","England","50","6","209","10","26","20","50","212","7","3","23","49","2022/23","DJ Malan","England"
"ODI","Shere Bangla National Stadium, Mirpur","Dhaka","Bangladesh","field","England","Bangladesh","50","6","326","7","13","38","50.5","194","10","13","19","45","2022/23","JJ Roy","England"
"ODI","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Bangladesh","bat","Bangladesh","England","50","6","246","10","6","23","49.3","196","10","4","19","43.5","2022/23","Shakib Al Hasan","Bangladesh"
"T20","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Bangladesh","field","England","Bangladesh","20","6","156","6","7","17","20.3","158","4","1","25","18.1","2022/23","Nazmul Hossain Shanto","Bangladesh"
"T20","Shere Bangla National Stadium, Mirpur","Dhaka","Bangladesh","field","England","Bangladesh","20","6","117","10","13","12","21","120","6","9","11","19.2","2022/23","Mehedi Hasan Miraz","Bangladesh"
"T20","Shere Bangla National Stadium, Mirpur","Dhaka","England","field","Bangladesh","England","20","6","158","2","10","17","21.1","142","6","10","18","20.2","2022/23","Liton Das","Bangladesh"
"ODI","Sylhet International Cricket Stadium","Sylhet","Ireland","field","Bangladesh","Ireland","50","6","338","8","15","34","51.2","155","10","8","17","31.5","2022/23","Towhid Hridoy","Bangladesh"
"ODI","Sylhet International Cricket Stadium","Sylhet","Ireland","field","Bangladesh","Ireland","50","6","349","6","9","39","51","0","0","0","0","0","2022/23","","no result"
"ODI","Sylhet International Cricket Stadium","Sylhet","Ireland","bat","Ireland","Bangladesh","50","6","101","10","8","12","28.5","102","0","11","17","14.1","2022/23","Hasan Mahmud","Bangladesh"
"T20","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Ireland","field","Bangladesh","Ireland","20","6","207","5","12","26","20.3","81","5","9","13","8.3","2022/23","Rony Talukdar","Bangladesh"
"T20","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Ireland","field","Bangladesh","Ireland","20","6","202","3","11","27","18.2","125","9","4","14","17.1","2022/23","Shakib Al Hasan","Bangladesh"
"T20","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Bangladesh","bat","Bangladesh","Ireland","20","6","124","10","4","16","19.5","126","3","8","19","14.3","2022/23","PR Stirling","Ireland"
"Test","Shere Bangla National Stadium, Mirpur","Dhaka","Ireland","bat","Ireland","Bangladesh","undefined","6","214","10","3","26","77.5","369","10","8","55","81.1","2022/23","Mushfiqur Rahim","Bangladesh"
"ODI","County Ground, Chelmsford","Chelmsford","Ireland","field","Bangladesh","Ireland","50","6","246","9","18","28","51.4","65","3","5","9","16.5","2023","","no result"
"ODI","County Ground, Chelmsford","Chelmsford","Bangladesh","field","Ireland","Bangladesh","50","6","319","6","7","36","45.4","320","7","13","39","46","2023","Nazmul Hossain Shanto","Bangladesh"
"ODI","County Ground, Chelmsford","Chelmsford","Ireland","field","Bangladesh","Ireland","50","6","274","10","26","26","50.5","269","9","25","25","51.3","2023","Mustafizur Rahman","Bangladesh"
"ODI","Himachal Pradesh Cricket Association Stadium, Dharamsala","Dharamsala","Bangladesh","field","England","Bangladesh","50","6","364","9","7","48","50.4","227","10","7","20","48.5","2023/24","DJ Malan","England"
"ODI","MA Chidambaram Stadium, Chepauk, Chennai","Chennai","New Zealand","field","Bangladesh","New Zealand","50","6","245","9","9","28","51.2","248","3","11","26","44.3","2023/24","LH Ferguson","New Zealand"
"ODI","Maharashtra Cricket Association Stadium, Pune","Pune","Bangladesh","bat","Bangladesh","India","50","6","256","8","6","26","50.5","261","3","4","32","42.1","2023/24","V Kohli","India"
"ODI","Wankhede Stadium, Mumbai","Mumbai","South Africa","bat","South Africa","Bangladesh","50","6","382","5","10","45","51.1","233","10","17","30","49","2023/24","Q de Kock","South Africa"
"ODI","Eden Gardens, Kolkata","Kolkata","Netherlands","bat","Netherlands","Bangladesh","50","6","229","10","12","24","51","142","10","6","18","43.2","2023/24","PA van Meekeren","Netherlands"
"ODI","Eden Gardens, Kolkata","Kolkata","Bangladesh","bat","Bangladesh","Pakistan","50","6","204","10","9","22","46","205","3","4","28","32.5","2023/24","Fakhar Zaman","Pakistan"
"ODI","Arun Jaitley Stadium, Delhi","Delhi","Bangladesh","field","Sri Lanka","Bangladesh","50","6","279","10","7","34","50.1","282","7","23","40","42.5","2023/24","Shakib Al Hasan","Bangladesh"
"ODI","Maharashtra Cricket Association Stadium, Pune","Pune","Australia","field","Bangladesh","Australia","50","6","306","8","24","33","51.4","307","2","4","39","45.2","2023/24","MR Marsh","Australia"
"ODI","Saxton Oval, Nelson","Nelson","New Zealand","field","Bangladesh","New Zealand","50","6","291","10","12","33","50.4","296","3","9","33","47.3","2023/24","Soumya Sarkar","New Zealand"
"ODI","McLean Park, Napier","Napier","Bangladesh","field","New Zealand","Bangladesh","50","6","98","10","4","10","32.1","99","2","6","15","16.1","2023/24","Tanzim Hasan Sakib","Bangladesh"
"T20","McLean Park, Napier","Napier","Bangladesh","field","New Zealand","Bangladesh","20","6","134","9","2","17","20.1","137","5","5","14","19","2023/24","Mahedi Hasan","Bangladesh"
"T20","Bay Oval, Mount Maunganui","Mount Maunganui","Bangladesh","field","New Zealand","Bangladesh","20","6","72","2","0","8","11","0","0","0","0","0","2023/24","","no result"
"T20","Bay Oval, Mount Maunganui","Mount Maunganui","New Zealand","field","Bangladesh","New Zealand","20","6","110","10","11","12","20.5","95","5","7","10","15.3","2023/24","MJ Santner","New Zealand"
"ODI","Pallekele International Cricket Stadium","Kandy","Bangladesh","bat","Bangladesh","Sri Lanka","50","6","164","10","8","12","43.3","165","5","13","15","40","2023","M Pathirana","Sri Lanka"
"ODI","Gaddafi Stadium, Lahore","Lahore","Bangladesh","bat","Bangladesh","Pakistan","50","6","193","10","8","22","39.1","194","3","4","22","39.5","2023","Haris Rauf","Pakistan"
"ODI","R Premadasa Stadium, Colombo","Colombo","Bangladesh","field","Sri Lanka","Bangladesh","50","6","257","9","10","27","51.3","236","10","20","17","50.1","2023","S Samarawickrama","Sri Lanka"
"ODI","R Premadasa Stadium, Colombo","Colombo","India","field","Bangladesh","India","50","6","265","8","13","33","51.1","259","10","17","25","51.3","2023","Shakib Al Hasan","Bangladesh"
"ODI","Shere Bangla National Stadium, Mirpur","Dhaka","Bangladesh","field","New Zealand","Bangladesh","50","6","136","5","8","10","34.4","0","0","0","0","0","2023","","no result"
"ODI","Shere Bangla National Stadium, Mirpur","Dhaka","New Zealand","bat","New Zealand","Bangladesh","50","6","254","10","12","30","50.3","168","10","8","20","42","2023","IS Sodhi","New Zealand"
"ODI","Shere Bangla National Stadium, Mirpur","Dhaka","Bangladesh","bat","Bangladesh","New Zealand","50","6","171","10","10","21","35.3","175","3","4","25","35.1","2023","WA Young","New Zealand"
"Test","Sylhet International Cricket Stadium","Sylhet","Bangladesh","bat","Bangladesh","New Zealand","undefined","6","310","10","16","39","85.2","317","10","13","32","101.5","2023/24","Taijul Islam","Bangladesh"
"Test","Shere Bangla National Stadium, Mirpur","Dhaka","Bangladesh","bat","Bangladesh","New Zealand","undefined","6","172","10","14","14","66.2","180","10","11","24","37.2","2023/24","GD Phillips","New Zealand"
"T20","Zhejiang University of Technology Cricket Field","Hangzhou","Bangladesh","bat","Bangladesh","Malaysia","20","6","116","5","7","13","21","114","8","11","13","20.4","2023","","Bangladesh"
"T20","Zhejiang University of Technology Cricket Field","Hangzhou","India","field","Bangladesh","India","20","6","96","9","13","6","21","97","1","2","15","9.4","2023","","India"
"T20","Zhejiang University of Technology Cricket Field","Hangzhou","Bangladesh","field","Pakistan","Bangladesh","20","6","48","1","1","8","5","65","4","7","10","5.3","2023","","Bangladesh"
"ODI","University Oval, Dunedin","Dunedin","Bangladesh","field","New Zealand","Bangladesh","50","6","239","7","19","33","31.2","200","9","8","21","31.1","2023/24","WA Young","New Zealand"
"T20","Grand Prairie Stadium, Dallas","Dallas","Bangladesh","field","Sri Lanka","Bangladesh","20","6","124","9","4","15","20.2","125","8","13","9","21","2024","Rishad Hossain","Bangladesh"
"T20","Nassau County International Cricket Stadium, New York","New York","South Africa","bat","South Africa","Bangladesh","20","6","113","6","7","11","20.3","109","7","8","10","21","2024","H Klaasen","South Africa"
"T20","Arnos Vale Ground, Kingstown, St Vincent","Kingstown","Netherlands","field","Bangladesh","Netherlands","20","6","159","5","10","22","20.3","134","8","2","18","20.1","2024","Shakib Al Hasan","Bangladesh"
"T20","Arnos Vale Ground, Kingstown, St Vincent","Kingstown","Nepal","field","Bangladesh","Nepal","20","6","106","10","10","11","20.2","85","10","10","10","19.5","2024","Tanzim Hasan Sakib","Bangladesh"
"T20","Sir Vivian Richards Stadium, North Sound, Antigua","North Sound","Australia","field","Bangladesh","Australia","20","6","140","8","14","13","21.1","100","2","1","15","11.2","2024","PJ Cummins","Australia"
"T20","Sir Vivian Richards Stadium, North Sound, Antigua","North Sound","Bangladesh","field","India","Bangladesh","20","6","196","5","7","25","21.1","146","8","5","18","20.3","2024","HH Pandya","India"
"T20","Sylhet International Cricket Stadium","Sylhet","Bangladesh","field","Sri Lanka","Bangladesh","20","6","206","3","19","28","21.1","203","8","19","25","22.4","2023/24","KIC Asalanka","Sri Lanka"
"T20","Sylhet International Cricket Stadium","Sylhet","Bangladesh","field","Sri Lanka","Bangladesh","20","6","165","5","5","20","20.5","170","2","23","20","19.2","2023/24","Nazmul Hossain Shanto","Bangladesh"
"T20","Sylhet International Cricket Stadium","Sylhet","Bangladesh","field","Sri Lanka","Bangladesh","20","6","174","7","14","22","20.3","146","10","9","19","20.4","2023/24","N Thushara","Sri Lanka"
"ODI","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Sri Lanka","bat","Sri Lanka","Bangladesh","50","6","255","10","12","29","50.3","257","4","19","28","46.1","2023/24","Nazmul Hossain Shanto","Bangladesh"
"ODI","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Sri Lanka","field","Bangladesh","Sri Lanka","50","6","286","7","9","34","51.1","287","7","16","32","49","2023/24","P Nissanka","Sri Lanka"
"ODI","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Sri Lanka","bat","Sri Lanka","Bangladesh","50","6","235","10","18","25","52","237","6","7","30","41.3","2023/24","Rishad Hossain","Bangladesh"
"Test","Sylhet International Cricket Stadium","Sylhet","Bangladesh","field","Sri Lanka","Bangladesh","undefined","6","280","10","11","31","68.5","188","10","19","23","52","2023/24","DM de Silva","Sri Lanka"
"Test","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Sri Lanka","bat","Sri Lanka","Bangladesh","undefined","6","531","10","6","60","159","178","10","10","18","69","2023/24","PHKD Mendis","Sri Lanka"
"T20","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Bangladesh","field","Zimbabwe","Bangladesh","20","6","124","10","9","17","20.4","126","2","4","17","15.5","2024","Taskin Ahmed","Bangladesh"
"T20","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Bangladesh","field","Zimbabwe","Bangladesh","20","6","138","7","7","15","20.1","142","4","9","15","19.3","2024","Towhid Hridoy","Bangladesh"
"T20","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","Zimbabwe","field","Bangladesh","Zimbabwe","20","6","165","5","10","18","21.1","156","9","13","17","21.1","2024","Towhid Hridoy","Bangladesh"
"T20","Shere Bangla National Stadium, Mirpur","Dhaka","Zimbabwe","field","Bangladesh","Zimbabwe","20","6","143","10","15","15","20.4","138","10","6","18","20.2","2024","Mustafizur Rahman","Bangladesh"
"T20","Shere Bangla National Stadium, Mirpur","Dhaka","Zimbabwe","field","Bangladesh","Zimbabwe","20","6","157","6","6","18","20.5","158","2","7","21","19.2","2024","BJ Bennett","Zimbabwe"
"T20","Prairie View Cricket Complex","Houston","United States of America","field","Bangladesh","United States of America","20","6","153","6","12","16","21.3","156","5","12","15","20.4","2024","Harmeet Singh","United States of America"
"T20","Prairie View Cricket Complex","Houston","Bangladesh","field","United States of America","Bangladesh","20","6","144","6","11","17","21","138","10","10","13","20","2024","Ali Khan","United States of America"
"T20","Prairie View Cricket Complex","Houston","Bangladesh","field","United States of America","Bangladesh","20","6","104","9","8","13","21","108","0","7","14","12","2024","Mustafizur Rahman","Bangladesh"
"Test","Sir Vivian Richards Stadium, North Sound, Antigua","North Sound","Bangladesh","field","West Indies","Bangladesh","undefined","6","450","9","25","36","144.2","269","9","16","23","99.1","2024/25","JP Greaves","West Indies"
"Test","MA Chidambaram Stadium, Chepauk, Chennai","Chennai","Bangladesh","field","India","Bangladesh","undefined","6","376","10","30","47","92.1","149","10","4","21","47.3","2024/25","R Ashwin","India"
"Test","Green Park, Kanpur","Kanpur","India","field","Bangladesh","India","undefined","6","233","10","12","40","74.4","285","9","5","39","35","2024/25","YBK Jaiswal","India"
"T20","Shrimant Madhavrao Scindia Cricket Stadium, Gwalior","Gwalior","India","field","Bangladesh","India","20","6","127","10","8","13","20.1","132","3","3","22","12","2024/25","Arshdeep Singh","India"
"T20","Arun Jaitley Stadium, Delhi","Delhi","Bangladesh","field","India","Bangladesh","20","6","221","9","7","32","20.4","135","9","11","13","20.4","2024/25","Nithish Kumar Reddy","India"
"T20","Rajiv Gandhi International Stadium, Uppal, Hyderabad","Hyderabad","India","bat","India","Bangladesh","20","6","297","6","17","47","21","164","7","11","23","21.1","2024/25","SV Samson","India"
"Test","Rawalpindi Cricket Stadium","Rawalpindi","Bangladesh","field","Pakistan","Bangladesh","undefined","6","448","6","24","34","114.2","565","10","32","64","168.2","2024","Mushfiqur Rahim","Bangladesh"
"Test","Rawalpindi Cricket Stadium","Rawalpindi","Bangladesh","field","Pakistan","Bangladesh","undefined","6","274","10","6","20","85.3","262","10","11","33","79.3","2024","Liton Das","Bangladesh"
"Test","Shere Bangla National Stadium, Mirpur","Dhaka","Bangladesh","bat","Bangladesh","South Africa","undefined","6","106","10","10","13","41","308","10","9","33","88.5","2024/25","K Verreynne","South Africa"
"Test","Zahur Ahmed Chowdhury Stadium, Chattogram","Chattogram","South Africa","bat","South Africa","Bangladesh","undefined","6","575","6","15","53","145","154","10","17","14","47","2024/25","T de Zorzi","South Africa"
"Test","Riverside Ground","Chester-le-Street","England","field","Bangladesh","England","undefined","6","104","10","11","11","40.4","447","3","16","66","78.5","2005","MJ Hoggard","England"
"ODI","Kennington Oval","London","England","field","Bangladesh","England","50","6","190","10","12","18","46.4","192","0","10","27","25.4","2005","ME Trescothick","England"
"ODI","Sophia Gardens","Cardiff","Australia","bat","Australia","Bangladesh","50","6","249","5","13","20","51.4","250","5","22","27","50.4","2005","Mohammad Ashraful","Bangladesh"
"ODI","Old Trafford","Manchester","Australia","field","Bangladesh","Australia","50","6","139","10","16","11","37","140","0","8","19","19.3","2005","A Symonds","Australia"
"ODI","Headingley","Leeds","Bangladesh","bat","Bangladesh","England","50","6","208","7","14","16","52","209","5","7","20","39.2","2005","AJ Strauss","England"
"ODI","St Lawrence Ground","Canterbury","Australia","field","Bangladesh","Australia","50","6","250","8","23","20","52.2","254","4","11","25","49.3","2005","Shahriar Nafees","Australia"
"ODI","Sinhalese Sports Club Ground","Colombo","Bangladesh","field","Sri Lanka","Bangladesh","50","6","269","9","28","28","52.4","181","9","19","20","52.2","2005","DPMD Jayawardene","Sri Lanka"
"Test","R.Premadasa Stadium","Colombo","Sri Lanka","field","Bangladesh","Sri Lanka","undefined","6","188","10","22","24","46","370","9","27","33","113.5","2005","M Muralitharan","Sri Lanka"
"Test","P Sara Oval","Colombo","Sri Lanka","bat","Sri Lanka","Bangladesh","undefined","6","457","9","26","61","94.3","191","10","34","19","47.5","2005","TT Samaraweera","Sri Lanka"
"ODI","Shaheed Chandu Stadium","Bogra","Bangladesh","bat","Bangladesh","Sri Lanka","50","6","118","10","10","10","37.1","119","5","13","14","26.1","2005/06","PDRL Perera","Sri Lanka"
"Test","Zahur Ahmed Chowdhury Stadium","Chattogram","Bangladesh","bat","Bangladesh","Sri Lanka","undefined","6","319","10","33","38","94.5","338","10","15","48","99.2","2005/06","Mohammad Ashraful","Sri Lanka"
"Test","Shaheed Chandu Stadium","Bogra","Bangladesh","bat","Bangladesh","Sri Lanka","undefined","6","234","10","16","23","78","316","10","15","40","104.3","2005/06","WU Tharanga","Sri Lanka"
"ODI","Shaheed Chandu Stadium","Bogra","Bangladesh","field","Bangladesh","Sri Lanka","50","6","212","10","11","16","50.4","213","6","14","24","48.5","2005/06","Aftab Ahmed","Bangladesh"
"ODI","Chittagong Divisional Stadium","undefined","Bangladesh","field","Bangladesh","Sri Lanka","50","6","309","7","8","35","51","231","9","10","30","50.3","2005/06","KC Sangakkara","Sri Lanka"
"Test","Khan Shaheb Osman Ali Stadium","Fatullah","Bangladesh","bat","Bangladesh","Australia","undefined","6","427","10","29","49","125.4","269","10","5","32","95.4","2005/06","AC Gilchrist","Australia"
"ODI","Chittagong Divisional Stadium","undefined","Bangladesh","bat","Bangladesh","Australia","50","6","195","10","27","15","49.5","196","6","17","21","45.4","2005/06","AC Gilchrist","Australia"
"ODI","Narayanganj Osmani Stadium","Fatullah","Australia","bat","Bangladesh","Australia","50","6","250","5","12","22","51.3","183","10","12","13","49.1","2005/06","A Symonds","Australia"
"ODI","Narayanganj Osmani Stadium","Fatullah","Bangladesh","bat","Bangladesh","Australia","50","6","124","10","19","9","45.2","127","1","7","15","23.5","2005/06","MJ Cosgrove","Australia"
"ODI","Queen's Park Oval, Port of Spain","Trinidad","India","bat","Bangladesh","India","50","6","191","10","16","15","51.1","192","5","13","22","49.5","2006/07","Mashrafe Mortaza","Bangladesh"
"ODI","Queen's Park Oval, Port of Spain","Trinidad","Bangladesh","field","Bangladesh","Sri Lanka","50","6","318","4","24","32","51.1","112","10","7","13","37.5","2006/07","ST Jayasuriya","Sri Lanka"
"ODI","Queen's Park Oval, Port of Spain","Trinidad","Bangladesh","field","Bangladesh","Bermuda","50","6","94","9","11","8","22","96","3","21","6","20.1","2006/07","Mohammad Ashraful","Bangladesh"
"ODI","Sir Vivian Richards Stadium, North Sound","Antigua","Australia","field","Australia","Bangladesh","50","6","104","6","7","6","23.1","106","0","0","15","13.5","2006/07","GD McGrath","Australia"
